RecipeName,TimeToCook,Ingredients,Instructions
Greek Baklava,1hr 30mins,"phyllo pastry, butter, sugar, ground cinnamon, walnuts, water, lemon juice, honey","Preheat oven to 325. Layer half of the sheets of phyllo one sheet at a time, in a greased 11x7x2 baking pan, brushing each sheet evenly with butter and folding ends over if necessary to fit into pan. Keep unused sheets covered with plastic wrap while assembling baklava to prevent drying. Mix 1/4 cup of the sugar and cinnamon; stir in walnuts. Sprinkle nut mixture evenly over buttered phyllo in pan. Layer remaining phyllo, one sheet at a time, over nut mixture, brushing each sheet evenly with butter. Cut diagonally into squares, cutting completely through all layers. Bake in preheated oven until crisp and golden, about one hour. Combine remaining sugar, the water, lemon juice and honey in small saucepan; cook and stir over low heat until sugar dissolves. Heat to boiling; pour evenly over hot baklava. Let stand loosely covered 8 hours or overnight."
Double-chocolate Praline-fudge Cake,1hr 10mins,"butter, cocoa, water, buttermilk, eggs, baking soda, vanilla extract, sugar, all-purpose flour, salt, semisweet chocolate morsels, whipping cream, butter, butter, brown sugar, confectioners' sugar, vanilla extract, pecans","Preheat oven to 350 degrees. Combine butter, cocoa and water in a saucepan. Cook, stirring constantly, over low heat until the mixture is smooth and butter has melted; remove from heat and cool. Combine the buttermilk, eggs, baking soda and vanilla; beat on medium speed with a mixer until smooth. Combine the butter mixture and buttermilk mixture; beat until well blended. Combine the sugar, flour and salt in a bowl; mix well. Gradually add the flour mixture to the buttermilk mixture; beat until blended. The batter should be thin. Spray three 8"" round cake pans with cooking spray and line them with wax paper. Pour the batter evenly into the pans and bake at 350 degrees for 22-24 minutes or until cake tests for doneness. Cool in pans on wire racks for 10 minutes; remove from pans and cool completely. To assemble the cake:. Spread 1/2 c ganache between the cake layers; spread the remainder on the sides of the cake and chill for 30 minutes. Slowly pour the frosting over the center of the cake. Spread it to the edges of the cake, allowing some frosting to run down the sides. Chocolate Ganache:. Microwave the chocolate and cream in a glass bowl for 2-3 minutes, or until the chocolate is melted; whisk until smooth. Gradually add the butter, whisking until smooth and melted. Cool, whisking often, until spreading consistency, about 15-20 minutes. Praline Frosting:. Combine the butter, brown sugar and whipping cream in a 2 quart saucepan; bring to a boil, stirring often. Boil 1 min; remove from heat and whisk in powdered sugar and vanilla. Add the pecans and stir gently for 2-5 minutes, or until the frosting begins to cool and thicken slightly. Pour immediately over the cake."
Rhubarb Dump Cake,1hr,"rhubarb, sugar, raspberry gelatin powder, yellow cake mix , butter, water, vanilla ice cream","Preheat oven to 350 degrees. Line the bottom of an ungreased 13x9x2-inch baking pan with the rhubarb. Sprinkle sugar over the rhubarb. Sprinkle dry raspberry gelatin, ( or strawberry gelatin ) which ever you prefer; over the sugar. Next, sprinkle the cake mix over the gelatin. Melt butter; pour over the cake mix. Pour the 1 cup of water over cake mix. Bake for 45 minutes. Cool completely; then chill in refrigerator. When ready to serve, invert onto plate. Top with either vanilla ice cream or Cool Whip. Serves 12 to 16. Note: If using frozen rhubarb, reduce the amount of water to 1/2 cup. This cake was baked in a gas oven. If baking in an electric oven, you may need to increase baking time; depending upon oven and altitude. Chef sheerkerry baked hers in an electric oven for 1 hour and 10 minutes."
Chocolate Chip Cookie Bars,40mins,"butter, white sugar, brown sugar, eggs, vanilla extract, all-purpose flour, cinnamon, baking soda, salt, semi-sweet chocolate chips, walnuts","Set oven to 350 degrees F. Set oven rack to second-lowest position. Grease a 13 x 9-inch pan (for thinner bars bake in a larger pan and reduce the baking time slightly). In a large mixing bowl cream butter with both sugars until fluffy. Add in eggs and vanilla; beat until well combined. In another bowl mix together flour with cinnamon, baking soda and salt; gradually add to the creamed mixture until combined. Mix in chocolate chips and nuts (batter will be very thick). Transfer the mixture to prepared baking pan then spread out using a spoon. Bake for about 25-30 minutes or until golden brown."
The Momofuku Pie,2hrs 40mins,"all-purpose flour, baking powder, baking soda, salt, butter, light brown sugar, white sugar, egg, rolled oats, butter, light brown sugar, salt, white sugar, light brown sugar, salt, powdered milk, butter, heavy cream, vanilla extract, egg yolks, powdered sugar","Preheat oven to 375°F. In a large bowl, sift together flour, baking powder, baking soda and salt. In a stand mixer with the paddle attachment (or a large mixing bowl with a hand-held electric mixer), beat together butter, brown sugar and white sugar until light and fluffy. Add egg and beat until combined. With mixer running on low, add flour mixture in small increments until fully combined. Add oats and mix until combined. Spread mixture into an unlined, ungreased 9x13 baking sheet. Bake in preheated oven 20 minutes until golden brown and set. Cool a few minutes in pan, then turn out onto a rack until cool to the touch. Lower the oven to 350°F while the cookie cools. Crumble the cooled cookie into the workbowl of a food processor. Add butter, brown sugar and salt. Pulse until combined (a clump of the mixture should hold together when pinched together). Divide the mixture between 2 10"" pie pans, pressing into an even, thin layer on the bottom and sides. (The top edge will be ragged.). In a large bowl, whisk together white sugar, brown sugar, salt and powdered milk. Add melted butter, cream and vanilla and whisk until smooth. Whisk in egg yolks one at a time. Be careful not to incorporate too much air. Divide the filling evenly between the two pie crusts. Bake one pie at a time for 15 minutes, then reduce heat to 325°F for 10 minutes, until the filling is golden brown but still jiggly (like a pecan pie). Place pie pans on a rack to cool. Refrigerate the pies until well-chilled; the filling will be gooey. Dust with powdered sugar before serving."
No-Bake Lemonade Pie,24hrs 10mins,"frozen lemonade, sweetened condensed milk, Cool Whip, graham cracker crust",Use mixer and mix the first three ingredients until fluffy. Pour into ready made crust. Refrigerate until firm. I let it set overnight. This can also be made with limeade and/or chocolate cookie crusts.
Avocado Nut Bread,1hr,"all-purpose flour, sugar, baking powder, baking soda, salt, egg, avocado, buttermilk, pecans","Pre-heat oven to 375°F. Grease a 9 X 5 inch loaf pan. Combine dry ingredients. In a separate bowl, beat together egg and avocado; stir in buttermilk. Add the wet ingredients to the dry and blend well. Stir in nuts. Pour into pan and bake 50 minutes to 1 hour, until an inserted toothpick comes out clean."
Rocky Road Cookie Pizza,40mins,"pillsbury refrigerated cookie dough, salted peanuts, miniature marshmallow, semi-sweet chocolate chips ,  caramel ice cream topping","Preheat oven at 350 degrees. Press or roll (using powder sugar) cookie dough to a lightly buttered 12 inch pizza pan. Cook 15- 20 minutes till lightly brown. Remove from oven. Sprinkle evenly with peanuts, chocolate chips, and marshmallows. Drizzle with caramel topping. Bake addition 5-10 till marshmallows are lightly brown. Let cool for 10 minutes. Cut into slices or squares. Yummy served with vanilla ice cream."
Very Berry Sugar Cookie Cobbler,55mins,"mixed berries, apple pie filling, sugar, cinnamon, prepared cookie dough","Preheat oven to 350°. In large bowl, mix berries, pie filling, sugar and cinnamon. Transfer fruit mixture to 9 x 13 baking dish. Crumble cookie dough over fruit, covering thickly and completely. Bake uncovered until cookie crust is golden and crisp and juices are bubbly, about 45 minutes."
Decadent Krispies Bar,30mins,"cooking spray, light brown sugar, unsalted butter, ground cinnamon, miniature marshmallows, sliced almonds, dried apricot, Rice Krispies, white chocolate chips, canola oil, Grand Marnier","This bar comes together rather quickly. Begin by preparing a 9 by 9 inch pan with a good coating of cooking spray and set aside.  Also apply a bit of spray to your cooking spoon (preferably wooden). If your almonds are not already toasted, place them in a dry non-stick skillet over medium heat. Cook for 2 to 3 minutes, routinely tossing the almonds around the pan. The almonds should add just a small amount of color and become slightly aromatic. To make the bars, begin by adding the butter and brown sugar together in a large sauce pan over medium to low heat. Stir while the both the butter and sugar melt for 2 minutes or so.  The result is smooth to the feel with a wooden spoon.  In addition, you should be able to move  it about the bottom of the pan with the spoon (sort of a blob). Add in the 1/4 teaspoon of cinnamon and stir. Add the miniature marshmallows and stir continuously helping the puffs to melt. Continue mixing until you have a pale brown mixture that is still rather loose. This is where things begin to move fast.  Once the marshmallows are fully melted and mixed with the sugar, add in the Rice Krispies, almonds and apricots. Stir quickly to get all of the ingredients incorporated. Turn the mixture out into the 9 by 9 inch pan, distributing as much as possible using your spoon. To level the bars in the pan, give your palms a quick shot of cooking spray and pat down. Place the bars in the refrigerator for 30 minutes to set. Invert pan and give the pan a good whack to release the Krispies bar.  Slice into 12 pieces (4 by 3). Melt white chocolate chips in a double boiler over very low heat.  (If you do not have a double boiler, you can fashion one using a large bowl over a smaller saucepan. Just be certain the fit is tight and no steam is being released). Add the oil to the chocolate and stir while the the chips continue to melt.  If the chocolate begins to harden, this is sign the heat is too high and you should lower the flame or remove the top half of the double boiler from the bottom. Stir the Grand Marnier into the melted chocolate and use a spoon to stripe the bars on the diagonal allowing the melted chocolate to drip down the side.  If you are a big fan of white chocolate, you can skip the drizzling and just dunk the bars into the white chocolate and place on waxed paper to cool. (Timesaver tip:  If you want to speed things up a bit.  You can melt the chocolate after placing the bars in the pan and drizzle over the entire pan before cooling and cutting.  Not quite as pretty, but just as tasty)."
Blow-Your-Mind Banana Pudding,25mins,"Eagle Brand Condensed Milk, cold water, instant banana pudding mix, heavy whipping cream, banana, vanilla wafer",Combine the condensed milk; water and pudding mix in a bowl. Mix thoroughly and chill in the refrigerator. Pour heavy whipping cream in a bowl and beat until stiff. Combine your whipping cream and the pudding mixture together. Place a layer of Nilla Wafers on the bottom of your dish and then layer your bananas on top of the wafers and then spoon your creamy pudding mixture on top and continue this process until all of your ingredients are gone. Refrigerate until ready to serve. ENJOY! *Ifyou would like you can always place your banana slices in the creamy pudding mixture if you would like and just spoon on top of the wafers*.
Sweet Potato Pie,1hr 10mins,"butter, sugar, eggs, evaporated milk, mashed sweet potatoes, vanilla extract, ground cinnamon, ground nutmeg, salt, pie shells","In a mixing bowl, cream butter and sugar. Add eggs; mix well. Add milk, sweet potatoes, vanilla, cinnamon, nutmeg, and salt; mix well. Pour into pie shell. Bake at 425 degrees for 15 minutes. Reduce heat to 350 degrees; bake 35-40 minutes longer or until pie tests done. Cool; Store in refrigerator."
Bread Pudding,1hr 15mins,"raisins, brandy, butter, dry bread, brown sugar, cinnamon, allspice, eggs, salt, vanilla, milk","Cover raisins with brandy or water. Set aside. Melt butter or margarine. Break up bread, set aside. Combine brown sugar, cinnamon, allspice. Reserve 3 tablespoons of this mixture for topping. Pour melted margarine on before you toss the bread crumbs. Your sugar mixture will stick better that way. Toss bread with remaining sugar mixture. Place 1/2 of bread mixture in a lightly greased 1 1/2 quart baking dish. Drain raisins, place 1/2 raisins over bread crumbs. Repeat layers. Combine egg, salt, and vanilla in a bowl. Beat for 1 minute. Add milk slowly. Pour over mix in dish. Let stand for 5 minutes. Sprinkle reserved sugar mix on top. Bake at 325F for 45 to 50 minutes."
Rice Pudding,1hr,"medium grain rice, water, salt,  whole milk, sugar, vanilla, cinnamon","Bring rice, water and salt to a boil over med-high heat. Simmer covered until water has been absorbed (approximately 15 minutes). Stir in milk and sugar and cook uncovered over medium heat for 30-40 minutes, stirring frequently--especially towards the end of cooking. The pudding is done when the rice and milk have amalgamated into a thick porridge-like consistency. DO NOT OVERCOOK or the pudding will be solid instead of creamy once cooled. Remove from heat and stir in vanilla. Turn into a bowl or cups. You can sprinkle cinnamon on the top if you like. COVER with plastic wrap directly on surface ""IF"" you don't want a skin. COOL."
Light-My-Fire Brownie Sundaes,2hrs,"butter, unsweetened baking chocolate, sugar, eggs, vanilla extract, all-purpose flour, unsweetened cocoa powder, salt, pecans, cherry pie filling, cranberry juice cocktail, cornstarch, sugar, almond extract, cherry brandy, vanilla ice cream","Heat oven to 325°F  You'll need 16 heart-shaped foil baking cups (raynoleds' fun shapes) on a rimmed baking sheet, or a 3in heart shaped cookie cutter and a 13 x 9 in baking pan lined with nonstick foil(let foil extend about 2 in above pan at both ends). Brownies: Microwave butter and chocolate in large bowl on high, stirring every 20 seconds, until melted and smooth.  Whisk in sugar, then eggs, 1 at a time, then vanilla.  With a rubber spatula, stir in flour, cocoa powder and salt just until blended.  Stir in pecans.  Divide batter evenly amoun baking cups, or spread into baking pan. Bake 20 to 22 minutes for foil cups, 24 to 26 minutes for baking pan, or until a wooden pick inserted in center comes out with moist crumbs clinging. Transfer to a wire rack; cool completely.  Remove brownies from cups or, holding foil by ends, lift from pan, cut out 12 hearts with cookie cutter and carefully remove foil. Sauce: Drain pie filling in a colander; discard liquid.  Mix 1 tbsp cranberry juice and the cornstarch in a small bowl.  Stir remaining juice and the sugar in a 10 in skillet over medium-high heat until it boils and sugar dissolves.  Using a whisk, stir in cornstarch mixture.  Cook, stirring, until thickened.  Add almond extract and cherries; stir 3 minutes or until hot. Slowly pour brandy over cherries and carefully ignite with a long match.  Shake pan back and forth until flames die out. Top each with a small scoop of ice cream, then warm or room temperature sauce."
Cream Cheese Pound Cake,2hrs,"butter, cream cheese, sugar, eggs, vanilla extract, all-purpose flour, salt","Preheat oven to 300°F. Use an electric mixer to mix both butter and cream cheese until creamy. Gradually add sugar and beat for 5 minutes, then add eggs one at a time, allowing each to incorporate before adding more. Stir in vanilla. Sift flour and salt and add gradually to the mixer, beating until well blended. Pour batter into a well greased and floured bundt pan or tube cake pan. Place 2 cups water in an ovenproof container on the rack in the oven next to the cake. Bake cake at 300 for an hour and 45 minutes, or until a toothpick can be removed cleanly. Place pan on a wire rack and cool for 15 minutes, then remove the cake from the pan and complete cooling on the wire rack."
Individual Baked Alaska,42mins,"bittersweet chocolate, heavy whipping cream, frozen raspberries, granulated sugar, lemon juice, salt, sponge cake, jelly-roll style, ice cream, egg white, granulated sugar, light corn syrup, water, confectioners' sugar","To make the chocolate sauce: chop the chocolate to a rough consistency. Heat the cream just to a scald, then pour over the chocolate. Do not stir. Let it sit for about 5 minutes, then stir with a whisk until smooth. Makes about 1 cup. To make the raspberry sauce: Puree the raspberries in a blender with the remaining ingredients. Strain through a fine mesh strainer to remove the seeds. Refrigerate until needed. Makes about 1 cup. To assemble the ice-cream bases: line a baking sheet with parchment. Using a 3"" round cookie cutter (or a glass) cut 6 circles out of the cake, and place them on the parchment. Place a scoop of ice cream in the center of each piece of cake, making sure you leave a small margin of cake visible all the way around. Place in the freezer until the meringue is ready. To prepare the meringue: combine the sugar, corn syrup and water in a heavy, 1-quart saucepan over medium heat. Bring to a boil, then cook until the syrup reaches 230 degrees F. (thread stage) on a candy thermometer. Meanwhile, place the egg whites in the bowl of your mixer, and fit the whip attachment to your mixer. When the syrup reaches the thread stage, start whipping your egg whites on high speed. When the syrup reaches 245-250 degrees F. (firm-ball stage), lower the speed of the mixer to low, and very, very, VERY slowly start pouring the syrup in, in a slow, steady, thin stream until it is all used up. Immediately return the mixer to high speed and continue whipping until the meringue reaches a very stiff peaked consistency. Transfer the meringue to a piping bag fit with a plain tip. Remove the ice cream bases from the freezer. Now you are going to create a meringue""beehive"" around each scoop of ice cream. I find it easier to do this by removing one ice-cream scoop at a time to a cake turntable or a flat-work surface that I can spin around, like a small plate, pipe the meringue, then using a thin spatula, returning it carefully to the parchment. To pipe the meringue you need to start at the bottom edge of the cake, pipe a ring of meringue around the icecream so that it completely covers the cake edge. Then continue to pipe a line of meringue all around the scoop of ice cream, making sure you completely cover the ice cream, and that each line of meringue rests on top of the previous one. Finish with a small circle at the top. Repeat with remaining ice cream bases. Return them to the freezer until ready to serve. Just before service, decorate your plate: choose an oversize plate, like a dinner plate. Then using the sauces, paint or spoon or swirl them on to your hearts content. Any design you like. I like to just use squiggles, but anything goes at this point. Now- if you don't have a torch, you will need to turn your oven to broil. If you have a torch, get it ready. Remove the meringues from the freezer, and dust the top of each one with the confectioners sugar in a fine mesh strainer. If you are using a broiler, place the baking sheet under the broiler but leave the door open and watch. You will only need about 30-45 seconds, just enough time for the meringue to turn golden brown. Remove from the oven, place one in the center of each plate, and serve. If you are using a torch, turn your torch to a med-low setting, and carefully, gently use the torch to brown the outside of the meringues. Place one meringue on each plate, and serve. Notes: You can use any type of cake you want here- this recipe is more a method than anything. I've used chocolate chiffon as a base, I've used spongecake, poundcake, leftover slices of cupcakes! Anything, anyflavor, but it needs to be at least 1/4"" thick. You can also use any flavor ice-cream- experiment, go wild. Sorbet is great this way- I've done mango sorbet, and lime sorbet- they taste terrific. Experiment, have fun, and don't be intimidated by this dessert. It's fun, and it's easy, and your friends and relatives will""oooohhhh! ""and""ahhhhh! ""you to death!"
Chocolate-Peanut Butter Cookie Pie,38mins,"pillsbury refrigerated chocolate chip cookie dough, powdered sugar, peanut butter, butter, water, milk chocolate chips, melted, pecan halves","Heat oven to 350 degrees. Remove cookie dough from wrapper. With floured fingers, prss dough in bottom of ungreased 10 or 9 inch springform pan. Bake cookie dough at 350 degrees for 14 to 18 minutes or until golden brown. Cool baked cookie for 15 minutes. In medium bowl, combine powdered sugar, peanut butter, butter and water; mix well. (If necessary, add additional water 1 t. at a time until mixture is smooth.) Drop spoonfuls of mixture over baked cookie crust; press evenly over crust. Spread melted chocolate chips over peanut butter mixture. If desired, swirl chocolate with a fork. Garnish with pecan halves. Refrigerate 1 hour or until chocolate is set."
Blackberry Dump Cake,45mins,"yellow cake mix, rolled oats, fresh blackberries, white sugar, ground cinnamon, butter","Preheat oven to 350 degrees. 2 Mix your berries, sugar and cinnamon together and spread in the bottom of a 9×13 pan. 3 Sprinkle dry cake mix and rolled oats over the top of berry mixture. 4 Pour melted butter over the cake/oats mix, make sure you cover evenly.  (Melted butter will absorb into the dry cake mix.  Do not stir!  If you use cold butter shavings, scatter over the top of dry cake mix trying to cover evenly). 5 Bake 30 minutes or until top is golden and berries are bubbling.  You can serve this with ice cream, whipped cream or cool whip."
Buckeyes,45mins,"creamy peanut butter, butter, confectioners' sugar, vanilla, chocolate chips,   paraffin wax, shortening per oz of chocolate instead paraffin wax",Cream peanut butter and butter. Add sugar and vanilla and mix well. Form into 1 inch balls and refrigerate. Melt chocolate chips with parafin wax in a double boiler. Dip balls into chocolate with a toothpick about 3/4 of the way covered. Place chocolate side down on waxed paper. Let set at room temperature or refrigerate.
Special Mocha Cupcakes,45mins,"flour, sugar, ml    baking cocoa, baking soda, salt, eggs, brewed coffee, ml    vegetable oil, cider vinegar, vanilla extract, ml    semi-sweet chocolate chips, ml    milk chocolate chips, butter, confectioners' sugar, brewed coffee, ml    chocolate sprinkles","In a small mixing bowl, combine the flour, sugar, cocoa, baking soda and salt. In a small bowl, mix the eggs, coffee, oil, vinegar and vanilla. Add to dry ingerdients; mix well. Fill paper-lined muffin cups three-fourths full. Bake at 350 for 20-25 minutes or until a toothpick comes out clean. Cool for 10 minutes before removing from pan to a wire rack to cool. For frosting, in a small microwave-safe bowl, melt chips; stir until smooth. Add butter; beat until blended. Gradually beat in confectioners' sugar and coffee. Pipe frosting onto cupcakes. Top with sprinkles; gently press down."
Tiramisu Layer Cake,1hr,"g package   white cake mix, egg whites (or as called for by your cake mix), ml    oil (or as called for by your cake mix), water, instant coffee powder, coffee, Kahlua, mascarpone cheese, powdered sugar, Kahlua, heavy cream, confectioners' sugar, Kahlua, ml    unsweetened cocoa powder, g   square semisweet chocolate","Preheat oven to 350°F Grease and flour 3 (9-inch) round pans. Prepare the cake mix according to package directions. Divide two thirds of batter between 2 pans. Stir instant coffee into remaining batter; pour into remaining pan. Bake in the preheated oven for 20-25 minutes, or until a toothpick inserted into the center of the cake comes out clean. Let cool in pan for 10 minutes, then turn out onto a wire rack and cool completely. In a measuring cup, combine brewed coffee and 3 tablespoons Kahlua; set aside. To make the filling: In a small bowl, using an electric mixer set on low speed, combine mascarpone, 1/2 cup powdered sugar and 2 tablespoons Kahlua; beat just until smooth. Cover with plastic wrap and refrigerate. To make the frosting: In a medium bowl, using an electric mixer set on medium-high speed, beat the cream, 1/4 cup powdered sugar and 2 tablespoons Kahlua until stiff. Fold 1/2 cup of cream mixture into filling mixture. To assemble the cake: Place one plain cake layer on a serving plate. Using a thin skewer, poke holes in cake, about 1 inch apart. Spoon one third of reserved coffee mixture over cake, then spread with half of the filling mixture. Top with coffee-flavored cake layer; poke holes in cake. Spoon another third of the coffee mixture over the second layer and spread with the remaining filling. Top with remaining cake layer; poke holes in cake. Spoon remaining coffee mixture on top. Spread sides and top of cake with frosting. Place cocoa in a sieve and lightly dust top of cake. Garnish with chocolate curls. Refrigerate at least 30 minutes before serving. To make the chocolate curls, use a vegetable peeler and run it down the edge of the chocolate bar."
Easy Key Lime Pie,1hr 10mins,"sweetened condensed milk, key lime juice, g container   frozen whipped topping, thawed, graham cracker pie crusts, lime zest",Beat milk and lime juice in large bowl with electric mixer on medium speed until smooth and thickened. Fold in whipped topping. Spoon lime mixture into pie crust. Cover and refrigerate about 1 hour or until set. Garnish with grated lime peel.
Carrot Cake,1hr 5mins,"all-purpose flour, baking soda, baking powder, salt, ground cinnamon, white sugar, ml    vegetable oil, eggs, vanilla extract, carrots, flaked coconut, walnuts, crushed pineapple, cream cheese, butter, icing sugar","Preheat oven to 350 degrees F (175 degrees C). Grease and flour a 9x13 inch pan. Mix flour, baking soda, baking powder, salt and cinnamon; make a well in the center and add sugar, oil, eggs and vanilla. Mix with wooden spoon until smooth. Stir in carrots, coconut, walnuts and pineapple. Pour into 9x13 inch pan and bake for about 45 minutes. Don't panic, the centre will sink a little. Allow to cool; when cool, ice the cake. You can certainly use your favourite cream cheese frosting to ice this cake, but the one I've included is highly recommended (I usually leave the cake in the 13x9 pan and just ice the top). To make the frosting: Cream the butter and cream cheese until smooth; add the icing sugar and beat until creamy."
Chocolate Cookarolis,25mins,"refrigerated sugar cookie dough, bittersweet chocolate chips, all-purpose flour, baking powder, kosher salt, shortening, milk, egg, water, vegetable oil, confectioners' sugar","MAKE THE COOKAROLIS: Cut cookie dough in half lengthwise and place onto a long sheet of plastic wrap (about 2 feet). Place one half of the dough into the center, then place another sheet of plastic wrap loosely over top. Roll out cookie dough into a 4"" wide strip 1/4"" thick. Lift off top sheet of plastic wrap and discard. Place 3-4 chocolate morsels in a group onto the bottom of cookie strip 1/2"" apart. Using the top part of the plastic wrap, fold top half of cookie strip over filling. Using your finger, gently press between and bottom the cookaiolis to seal. Holding the ends of the plastic wrap taut, place the strips onto a cookie sheet and freeze till needed. Repeat with the other half of cookie dough. MAKE THE PASTRY DOUGH: In the bowl of a food processor, combine the flour, baking powder and salt. Pulse for a few seconds and then pour into a large mixing bowl. Add the shortening and knead it into the flour with your hands until it is crumbly. Add the milk all at once and mix in with a spatula until it begins to come together. Lightly flour your hands and the countertop and turn the dough out onto the countertop. Knead the dough ball, folding over about 12 times. Divide dough in half. Roll each half out to 6"" wide strips and about 1/8"" thin. Remove cookarolis from the freezer and separate them into individual pieces using a knife or pizza pie cutter. Place cookarolis onto the dough 1/4"" apart on the bottom half of the dough. Brush the edges of half of the dough lightly with the egg wash (remember egg wash sticks to dough, but not itself). Fold top part of dough over and separate (using a pizza cutter works well) and then gently seal the edges together with the tines of a fork, dipping the tines into some flour as needed. Repeat with second ball of dough. Place on cookie sheet and refridgerate for a minimum of 30 minutes. NOTE: at this point, they can be frozen on the cookie sheets, then placed into a ziploc bag and frozen for up to a year till needed. DEEP FRY: Heat oil in a deep fryer to 350°F Carefully fry in batches for about 3 minutes until just light brown. Drain on paper towels. When cooled (about 5 minutes), dust with powdered sugar. Serve immidiately but be careful, as filling may still be hot."
Honeybee Gluten-Free Dump Cake,1hr,"pineapple chunks, cherry pie filling, plain-flavored prepared polenta, cut into chunks, honey, plain yogurt, ground cinnamon, ground cardamom, salted butter","NOTE: You will need a food processor or blender for best results. Preheat oven to 350 degrees F. In a 9X9 nonstick baking pan; dump in the drained pineapple chunks then spread in the cherry pie filling. Place the polenta chunks with the honey and the yogurt into a food processor or blender and mix until blended. Add the cinnamon and cardamom to the polenta mix and process until well blended. Scrape down the sides of the processor, if necessary. Add the softened butter to the polenta mixture and process once more until well blended. Spread the polenta mixture over the cherry-pineapple mixture then bake, uncovered, for 40 minutes in the middle of the oven. Remove and let cool a little bit then enjoy!"
Blackberry Wine Cake,1hr 30mins,"nuts ,  white cake mix,  blackberry Jell-O , eggs, cooking oil,   blackberry wine (I used Mogan David), powdered sugar, ml    blackberry wine, butter, powdered sugar","Preheat the oven to 325 degrees. Grease and flour a Bundt pan; sprinkle the nuts in the bottom of the pan. In a large bowl, combine the cake mix and gelatin. Add the eggs, oil and wine. At low speed, beat just until moistened. Increase the speed to medium and beat for 2 more minutes; scrape the bowl frequently. Pour in the Bundt pan and bake for 45-50 minutes. Glaze:  Bring the 1 c powdered sugar, wine and butter to a boil; the glaze will be fairly thin. While the cake is still warm and in the Bundt pan, pour half of the glaze on the cake. Let the cake sit for 30 minutes to absorb the glaze. Turn the cake out of the pan and completely cool. Thicken the remaining half of the glaze with additional powdered sugar and pour over the cake. (NOTE:  I tried to put in just additional powdered sugar to thicken the glaze, but it wouldn't accept it without an amount.  I'm guessing on the additional amount that I actually used.  I think it was about an additional cup of powdered sugar to thicken the glaze to the consistency that I wanted.  Of course, you can use the amount necessary to thicken to the consistency that you like)."
No-Bake Cherry Delight,25mins,"graham cracker crumbs, sugar, butter, whipped dream whipped topping , vanilla, cream cheese, cherry pie filling","Prepare a 9 x 9"" baking pan. In a bowl, mix the graham cracker crumbs, melted butter and 1 tbsp sugar; spread on bottom of prepared baking pan to form a crust. Mix the Dream Whip topping according to directions on the package, then beat in the softened cream cheese into the Dream Whip a little at a time. Add the remaining sugar and vanilla until well blended. Smooth on top of the crust. Top with the cherry pie filling. Chill at least 3 hours (overnight is even better) if storing in the fridge overnight, cover with plastic wrap."
Easy Peanut Butter Fudge,24mins,"granulated sugar, milk, peanut butter, butter, vanilla extract","Prepare a 9x11 glass dish by buttering the bottom. In heavy bottom sauce pan combine sugar and milk. Measure and set aside remaining ingredients. Cook over MEDIUM HEAT (temperature too high will cause it to reach temperature sooner and lead to overcooking) stirring occasionally till it comes to a boil then stir constantly. Let boil for 4 minutes EXACTLY, over cooking leads to crumbly fudge as it has moved past softball stage and into softcrack (measure from the first sight of littlest bubbles or use a thermometer - softball stage) I use a stop watch. Remove from heat. Stir in remaining ingredients till all melted and smooth. Pour into prepared dish and refrigerate until firm."
Seven Layer Magic Bars,35mins,"butter, graham cracker crumbs, sweetened condensed milk,  butterscotch chips, chocolate chips, flaked coconut, nuts","Preheat oven to 350 (325 for glass dish). In 13x9"" baking pan, melt butter in  oven. Sprinkle crumbs over butter. Pour sweetened condensed milk over crumbs. top with remaining ingredients in order listed; press down firmly. Bake 25  minutes or until lightly browned. Cool. Chill if desired. Cut into bars. Store  covered at room temperature. TIP: for perfectly cut cookie bars: line entire pan (including sides) with a sheet of aluminum foil first. When bars are baked, cool; lift of edges of foil to remove from pan. Cut into individual squares. Lift off of foil. Keebler/ReaLemon/Borden."
Gooey Butter Cake,50mins,"butter, yellow cake mix, eggs, cream cheese, pure vanilla extract, confectioners' sugar","Preheat oven to 350. Lightly grease (or spray with Pam) one deep 9x13 rectangular cake pan. I would suggest a 4 in deep pan, as the cake rises when it is cooking, but a oven-safe disposable coffee cake pan from the grocery store would work fine too. Melt butter. I do this by heating the the microwave on low power for 30 seconds. Empty cake mix into a large bowl. Stir melted butter, along with ONE egg, into the cake mix. PRESS mixture into pan. Mixture will have the consistency of sticky dough. Using a spatula works for me, but pressing with clean fingers will do the trick as well. In a large bowl, mix cream cheese, almond or vanilla extract, confectioners sugar and the remaining two eggs. Beat for three minutes with an electric mixer set on medium high speed, or until smooth with NO lumps. Pour evenly over top of the cake mixture in the pan. Use a spatula to spread. Place a large cookie sheet on the rack below the cake. Sometimes when you use a cake pan with less depth, the cake bubbles and spills over. The cookie sheet will spare your oven! Bake at 350 for 30-45 minutes until golden brown on top. Cooking time is estimated, you will really have to watch it here! I always take the cake out when it turns a darkish golden brown. Note that there will be a paper thin sugar ""crust"" that will form while the cake is baking. It the top layer of sugar hardening, and this is what will turn golden brown. It adds great texture! Allow cake to cool COMPLETELY. This is very important, as the cake will not cut easily until it is completely cool. You will notice that the cake has sunken and set. This is normal. Refrigeration is optional. I personally like it at room temperature. Dust the top with confectioners’ sugar. Cut cake into bars and serve with or without utensils, but make sure you have plenty of napkins, because this treat will have you licking your fingers!  (Cake should be gooey underneath the sugar ""crust"", so don't over bake!)."
