RecipeName,TimeToCook,Ingredients,Instructions
Mini Strawberry Falooda,1hr 5mins,3 tapioca; 3 to taste    strawberry jam; 3 rose water; 3 vanilla ice cream; 3 to taste    whipped cream (optional); 3 strawberry,"The tapioca is best made the night before so that it has time to chill. To begin, measure out 1 part tapioca to 8 parts water and add to a large pot. Bring to a boil. Once at a boil, reduce to a simmer, and stir pot. Make sure to stir at least once every 10 minutes, for about 60 minutes. Don't be afraid to add extra water if the water levels are looking low.  It is much better to add more than to let the tapiocas run dry and stick to the pan. Once the tapiocas are cooked all the way through, strain the tapiocas and immediately run cold water over them. When the tapioca pearls are cooled down, pack in water and store until eating. The next day, or whenever ready to eat falood, take out the tapioca, add rosewater, and stir inches  I added about 1 tablespoon for about 6 cups of tapioca pearls. IF you do not like floral tastes, add less. To assemble the falooda: add a tablespoon or two of jam to each glass of falooda. Next, add the tapioca pearls, then add vanilla ice cream to the top. if using strawberries and whipped cream, you can add these to the top. You can also do layers of each of the components. Enjoy! Great on a hot day."
Tandoori-Style Chicken,8hrs 40mins,44.37 fresh lime juice; 39.39 plain yogurt; 1-1 jalapeno chiles; 3.69 salt; 2.46 ground turmeric; 2.46 ground coriander; 2.46 ground cumin; 1.23 ground ginger; 1.23 garlic powder; 1.23 cayenne pepper; 0.61 ground cinnamon; 0.61 ground cloves; 14.79 ml    vegetable oil; 680.38 skinless chicken thighs,"Stir together lime juice, yogurt, minced chiles, salt, turmeric, coriander, cumin, ginger, garlic, cayenne, cinnamon, cloves, and 1 tbsp of oil in a mixing bowl. Cut slits across the meat of chicken and rub spice mixture all over chicken. Marinate chicken in this mixture for 8 hours or overnight. Preheat the last tbsp of oil in the bottom of a roasting pan and layer chicken pieces in the bottom of pan. Bake 425F for 35-40 minutes or until chicken is done (you may want to check the chicken about 5-8 minutes before and it may even cook longer than the 40 min, depending on size of pieces)."
Roti,2hrs,283.90 all-purpose flour; 94.63 water; 23.65 milk; 2.95 salt; 11.82 ml    oil; 0 butter; 0 flour,"Put flour and salt in a bowl. Add water a cup at a time, kneading. When kneading, make your hand into a fist and roll your knuckles into the dough, folding edges in continuously, working in all the flour. When all the flour is kneaded into a ball, poke lots of holes into the ball of dough. Pour a little oil into the dough and knead it inches. Add the rest of the oil (the dough will look very oily and that's the way it should be). Cover with a clean cloth and let sit for at least an hour. Roll the ball in a little bit of flour so it's not sticky. Divide the dough into about 15-20 balls depending on how big you want the chappatis to be. Flour the counter/board. Roll out each ball to about 6 inches in diameter. Brush with melted butter. Fold in three (like you fold a letter). Now it should almost look like a long tube. Take one end of that tube and fold it in to the centre and gently press it inches. Take the other end of the tube and fold it over the seam. Now you should have a little bundle of dough. (In other words, fold the dough into thirds one way, and then the other). Flour a plate and place the bundles on them. Roll each one out to about 6-8 inch diamete, flouring counter/board as needed. On a flat cast iron disc (available at Indian grocery stores) or on a big frying pan (cast iron is best), heat pan, and put chappati on it. When it starts looking a bit translucent, flip it over. Brush with melted butter, shuffling it around the pan quickly, then a quick flip over, a bit of melted butter (it should start puffing up into a pillow like shape). Once it has small golden brown dots on both sides, take it off an put into a serving dish (cover with a clean cloth as you keep preparing the rest). You will have to adjust the heat during the whole frying process. Clean off the pan with paper towels or a clean cloth in between frying each chappati. Don't turn the chappatis too much, just once or twice is enough."
Butter Chicken,30mins,"17.74 butter; 141.95 onion; 5.91 garlic; 8.87 gingerroot; 2.95 chili powder; 1.47 ground turmeric; 0.73 ground cinnamon; 323.18 crushed tomatoes; 17.74 tomato paste; 8.87 brown sugar; 1.47 salt; 0.73 fresh ground black pepper; 1 whole rotisserie-cooked chicken, skin removed and meat cut up; 47.27 ml    light cream (5%); 35.48 light sour cream; 8.87 fresh cilantro; cooked basmati rice","Melt butter in a deep, 10-inch skillet over medium heat; add onions and garlic; cook slowly, stirring often, until onions are tender - about five minutes. Add gingerroot, chili powder, turmeric and cinnamon; cook one more minute. Add undrained tomatoes, tomato paste, brown sugar, salt and pepper; reduce heat to low; cover and simmer for 10 minutes, stirring occasionally. Add cut-up chicken, cream and sour cream; simmer, uncovered, for five more minutes. Remove from heat and stir in cilantro; serve over hot basmati rice, if desired."
Dal Shorva,36mins,266.16 red lentils; 3.69 turmeric; 1.84 cayenne pepper; 3.69 cumin; 0.92 cardamom; 2-2 curry leaves; 1064.65 ml    chicken stock (preferably home-made) or 1064.65  ml    vegetable stock (preferably home-made); 33.27 ghee; 7.39 mustard seeds; 2 garlic cloves; salt and pepper; 0-1 lemon,"Rinse the beans or lentils. Bring to a boil with the stock, turmeric, Cayenne, cumin, cardamom and curry/bay leaves. Let simmer until the beans or lentils are very soft (ca 30 minutes). If using bay leaves, remove them now. Curry leaves can be left in the soup. Run the soup quickly in a blender to a not too smooth consistency (or mash the lentils/beans with a ladle). Sautee the garlic and mustard seeds lightly in the fat and add to the soup. Let simmer for another 5 minutes. Add salt, pepper and squeezed lemon to taste. Serve hot with pita or paratha bread."
Spicy Indian Kofta,1hr 15mins,340.19 ground lamb; 4.92 ginger; 2 garlic; 2 bell peppers; 1 onion; 1 egg; 1.23 turmeric; 4.92 garam masala; 14.79 cilantro; 3 mint leaves; 1 potato; salt and pepper,"Put the ground meat in a larger bowl, and add ginger, garlic, cayenne peppers, onion, egg, tumeric, garam masala, cilantro, mint, potato, and salt and pepper to taste. Mix well (you'll have to use your hands for this one). Form golf ball sized balls with the meat mixture, and set aside. Allow to rest 30 minutes. Heat oven to 375º. Place the kofta on a non-stick cookie sheet and bake 25 minutes or until cooked through, and slightly browned. Serve hot, with nan bread, cucumber-yogurt sauce and a fresh tomato and mint salad."
Matar Paneer,40mins,354.88 paneer cheese; 55.46 ghee; 177.44 onion; 11.09 fresh ginger; 11.09 garlic; 7.39 ground coriander; 3.69 ground cumin; 3.69 salt; 1.84 ground turmeric; 0.92-1.84 ground cayenne pepper; 177.44 diced tomato; 88.72 water; 266.16 frozen green peas; 88.72 cilantro,"Heat 1-2 tbsp vegetable oil in a large skillet and saute the paneer in batches (add more oil if necessary), until lightly browned, and drain on paper toweling. In a large pan, heat the 3 tbsp oil or ghee and cook the onion, ginger and garlic until the onion is tender, about 3-5 minutes. Add the coriander, cumin, salt, turmeric, and cayenne, and cook until the spices become fragrant, 1-2 minutes. Add the tomatoes and cook 2-3 minutes, stirring once or twice. Add the paneer, water, and peas and bring to a boil. Reduce heat and simmer for 8-10 minutes or until the sauce is thick and smooth. Garnish with cilantro before serving."
Mango Lassi,6mins,green cardamom pods; 200 mango pulp; 200 yogurt; 100 milk; 14.79 granulated sugar; 3 ice cubes,"Using a pestle and mortar, grind the cardamom seeds  to a powder. Combine the mango pulp, yogurt, milk, sugar and ground cardamom in a blender. Add the ice cubes and blitz for 1 minute. Pour into 3 glasses and serve immediately. Recipe courtesy of CHAI, CHAAT & CHUTNEY by Chetna Makan. https://www.amazon.com/Chai-Chaat-Chutney-journey-through/dp/1784722871/."
Gordon Ramsay's Tikka Masala,30mins,peanut oil; 1 onion; 1-2 fresh green chile; 1 fresh ginger; 2 garlic cloves; 1.84 chili powder; 3.69 turmeric; 7.39 garam masala; 11.09 soft brown sugar; 11.09 tomato puree; 300 chopped tomatoes; 3 boneless chicken breasts; 8 dried curry leaves; 44.37-66.55 yogurt; fresh coriander,"Heat 2 tbsp oil in a large pan.  Slice the onion and add to the pan. De-seed and chop the chilie, chop ginger and add to the pan. Crush the garlic and add to the pan; cook for 2-3 minutes. Add chili powder, turmeric, garam masala and sugar; cook for 1-2 minutes. Add tomato puree and tinned tomatoes; stir and cook for a few minutes. Transfer sauce to a food processor and blitz until smooth. Add 1 tbsp fresh oil into the pan in which you cooked the sauce and fry the chicken until lightly coloured. Pour the sauce back into the pan and add the curry leaves. Simmer for 10 minutes, or until chicken is cooked. Stir in the yogurt (I swirl mine through it, rather than mix it in completely)with half of the chopped coriander and serve, garnishing with the remaining coriander."
Channa Masala,40mins,7.39 ml    vegetable oil; 1 onions; 1 garlic; 7.39 ground coriander; 4.92 ground cumin; 1.23 ground cayenne pepper; 2.46 ground turmeric; 44.37 chopped tomatoes; 118.29 water; 2 chickpeas; 4.92 ml    ground roasted cumin seeds; 7.39 amchoor powder; 4.92 paprika; 2.46 garam masala; 1.23 salt; 0 lemon; 1 green chili pepper; 4.92 fresh ginger,"Heat oil in a large skillet. Add onions and garlic and sauté over a medium heat until browned (3-5 minutes). Turn heat to medium-low. Add the coriander, cumin (not the roasted cumin), cayenne and turmeric. Stir for a few seconds. Add the tomatoes. Cook the tomatoes until browned lightly. Add chickpeas and a cup of water and stir. Add the roasted cumin, amchoor, paprika, garam masala, salt and lemon juice. Cook covered for 10 minutes. Remove the cover add the minced chili and ginger. Stir and cook uncovered for 30 seconds."
Sticky Bombay Chicken,55mins,"3 skinless chicken drumsticks; 11.09 dark soy sauce; 5.54 olive oil; 8 dark brown sugar; 2 garlic cloves; 0 fresh ginger; 0 red chili, finely chopped; 1.84 five-spice powder; 1.84 salt; 5.54 toasted sesame seeds","Make a couple of slashes ?on each drumstick, ready ?for marinating. Combine the soy sauce, olive oil, sugar, garlic, ginger, chilli, five-spice powder and salt in ?a large bowl. Mix well, then ?add the chicken and stir to coat. Leave to marinate for at least 1 hour or, preferably, cover the bowl with clingfilm and marinate overnight in ?the refrigerator. Preheat the oven to 180°C (350°F), Gas Mark 4. Tip the chicken and marinade into a shallow roasting tin and bake for 40 minutes, turning occasionally, until the chicken is cooked through. Sprinkle over the sesame seeds and serve hot. Recipe courtesy of CHAI, CHAAT & CHUTNEY by Chetna Makan. https://www.amazon.com/Chai-Chaat-Chutney-journey-through/dp/1784722871/."
Tomato Chutney,20mins,4 tomatoes; 4 garlic cloves; 2 green chilies; 14.79 ml    sunflower oil; 1.23 salt; 2.46 granulated sugar,"Using a food processor, blend the tomatoes, garlic and chillies to make a smooth paste. Heat the oil in a saucepan ?and add the tomato mixture with the salt and sugar. Bring the mixture to a boil, then simmer over medium-low heat for 10–12 minutes, until the chutney thickens a little and the tomatoes are cooked. Leave to cool before serving. This chutney will keep in an airtight container in the refrigerator for 4–5 days. Recipe courtesy of CHAI, CHAAT & CHUTNEY by Chetna Makan. https://www.amazon.com/Chai-Chaat-Chutney-journey-through/dp/1784722871/."
Chicken Curry,1hr 10mins,2 onions; 4 garlic cloves; 1 ginger; 6 chicken drumsticks; 6 chicken thighs; 4 cloves; 2-3 cardamom; 2 cinnamon bark; 1 tomatoes; 2 chili powder; 1 turmeric; 1 cumin; 16.63 salt; 4-5 chilies,"1) Peel and cut up onions into 6-8 pieces each (something that will fit into a food processor or a blender). Peel garlic and ginger. 2)Put onions, garlic, and ginger into food processor or blender with a spoon of water. Blend/grate into a rough paste. Does not need to be super smooth. 3) Prep the chicken - take skins off if you bought chicken with the skin on. Rinse the chicken with water and pat dry. Create slits in the pieces randomly with a knife so that the spices can get into the meat. 4) Take about 4 spoons of the onion, garlic, ginger paste and the spices (Indian chili powder, turmeric, cumin) and coat the chicken with it all.  Add the salt as well. NOTE RE SPICES: we never measure these spices, but ratios help. For this part of the recipe, smaller amounts of each chili powder, cumin, and turmeric are fine - let's say one spoon of each, more of the chili powder if you want it spicy. 5) Place a 6-8 quart pot on medium-high heat. Add a turn or two of canola oil, enough to evenly coat the bottom of the pot. When the oil is heated through, add cloves, cardamom (try to open them up a bit), and cinnamon bark. Stir the whole spices around a little until fragrant. 6) Once you start smelling the whole spices, add the rest of your onion/garlic/ginger paste. Cook until the paste starts to take on a slightly reddish color. Add larger amounts of the spices now. I will do two generous shakes of the chili powder (I like my curries spicy), one shake of ground cumin, and one shake of turmeric. If it looks too brown, I will add some turmeric and chili powder because I want it to be a little brighter. 7) Add the chicken after the paste and spices incorporate. Stir frequently so the chicken does not stick to the pot. Once all the chicken turns opaque on the outside, cover with a lid, lower the heat to medium and let everything cook together for about 20 minutes. 8) After 20 minutes, check the pot to see if any liquid has come out. This is the curry! If it looks dry, add some a couple cups of hot water to the pot, but only if it looks totally dry. Stir the chicken and recover the pot, lower the heat a little more, and let it all simmer/stew together for another 20 minutes. 9) 15 minutes into the second 20 minutes, add the Thai chilies. Make sure they are washed. If you want more of the heat to come out of the chilies, make one diagonal slit in each chili. Adding the chilies is optional. 10) At the end of the 20 minutes, check your pot. There should be ample curry. Give it all a final stir and check the chicken to make sure it is all cooked through. It should be by now, but you can never be too careful! Have some cooked rice handy and serve with some saag bhaji (another recipe!). This recipe is easy to scale up or down and if you have leftovers, you can eat this up to 4 days after you make it, at least."
Aloo Paratha,1hr 15mins,"141.95 flour; 35.48 water; 0.07 salt; 4.43 ml    oil; 1 potatoes; 0.36 salt; 0.73 mustard seeds; 0 onion; 1.47 turmeric powder; 1 green chili peppers; 8.87 cilantro; 17.74 flour; 8.87 ml    oil, to cook","1. Dough. 2. Mix flour, salt ,oil and water together to make soft dough . 3. Knead the dough for a few minutes on a lightly greased surface to make smooth and pliable dough. 4. Set the dough aside and cover it with a damp cloth. Let the dough rest for at least 1hour. 5. Filling. 6. Boil 2 medium potatoes with 2 cups of water. After the water comes to a boil, reduce the heat to medium. Let the potatoes cook until they are tender. 7. Once tender, remove them from the water and let them cool down. 8. After the potatoes are cold enough to handle, peel the skin off and mash the potatoes. 9. Take skillet put oil let it warm than add mustard seeds,onions,turmeric powder,chopped green chili,salt fry all of them than add mashed potatoes to it .Fry it for 5 min ,garnish with chopped coriander leaves. 10. Making paratha. 11. Divide the dough and potato mixture into 6 equal parts. The potato balls should be about 1 1/2 times larger than the dough balls. 12. Roll the dough into 3 inch diameter circles. Place the potato balls in the center. Seal by pulling the edges of the rolled dough together to. 13. make a ball. Proceed to make all six balls. 14. Let them settle for 3 to 4 minutes before rolling them. 15. To make it easier to roll the balls, first roll them in dry whole-wheat flour. 16. Lightly press the ball on the sealed side and keep it on the topside when rolling. Roll the ball light handed in to 6-inch circles. Whenever the dough sticks to the rolling pin or rolling surface, lightly sprinkle dry whole-wheat flour on both sides of the semi-rolled paratha. 17. Place the paratha over the skillet. After a few seconds you will see the. 18. paratha change color and puff in different places. 19. Then flip the paratha over. You should see some golden-brown spots on the topside. After a few seconds, spread 1 teaspoon of oil on the paratha. Again, flip the paratha and lightly press the puffed areas with a spatula. 20. Flip again and press with the spatula making sure the paratha is golden-brown on both sides. 21. Serve hot aloo parathas with chutney,sauce,raitha  -- of your choice."
Chicken Meatball Tikka Masala,40mins,680.38 ground chicken; 1 egg; 88.72 ml    plain breadcrumbs; 11.09 tomato paste; 3.69 salt; 1.84 black pepper; 3.69 garam masala; 33.27 fresh cilantro; 22.18 ghee; 1 yellow onion; 2 garlic cloves; 1-2 chilies; 7.39 ginger; 7.39 ground turmeric; 3.69 curry powder; 3.69 ground cardamom; 3.69 garam masala; 3.69 ground coriander; 3.69 ground cumin; 3.69 salt; 1.84 fresh coarse ground black pepper; 1.84 crushed red pepper flakes; 22.18 tomato paste; 595.33 crushed tomatoes; 177.44 heavy cream; cilantro leaf; basmati rice; naan bread (for serving),"In a large bowl, combine the chicken, egg, bread crumbs, tomato paste, salt, pepper, garam masala, and 3 tablespoons chopped cilantro until well incorporated. Shape into meatballs about the size of a golf ball. Set a large skillet with high sides over medium-high heat with the ghee. Once hot, sear the meatballs in batches, for about 8 minutes, turning over halfway. Transfer to a plate and continue browning the rest of the meatballs. You don't need them to be fully cooked, just brown in color. They'll continue to cook later on. Add the remaining tablespoon ghee or oil to the same skillet over medium-high heat. Once hot, add in the onion, garlic, and peppers and cook until softened, about 3 to 5 minutes. Stir in the ginger, spices, and tomato paste. Stir and cook for about 1 to 2 minutes, or until the tomato paste has darkened. Stir in the canned tomatoes. Bring to a simmer and stir in heavy cream and 3/4 cup cilantro. Place the meatballs into the sauce, lower the flame and simmer until the sauce has reduced slightly and thickened and the meatballs have fully cooked through, about 30 to 40 minutes. Garnish with fresh cilantro leaves. Serve the masala with cooked basmati rice and naan."
Rogan Josh,2hrs 30mins,2 fresh ginger; 6 garlic cloves; 44.37 water; 206-319 water; 110.92 ml    vegetable oil; 1 stewing beef; 8 whole cardamom pods; 2 bay leaves; 5 whole cloves; 8 peppercorns; 2 cinnamon sticks; 3 onions; 3.69 ground coriander; 7.39 cumin seeds; 14.78 paprika; 3.69 cayenne pepper; 3.69 salt; 66.55 plain yogurt; 0.92 garam masala; fresh ground pepper,"Put the ginger, garlic, and 4 tablespoons of water into the blender. Blend well until you have a smooth paste. Heat oil in a wide heavy pot over a medium heat, brown the meat cubes in serveral batches and set to one side. Put the cardamom, bay leaves, cloves, peppercons and cinnamon into the same hot oil. stir once and wait until the cloves swell and the bay leaves begin to take on colour. Now put in the onions. Stir and fry for 5 minutes until they turn a medium brown colour. Put in the ginger garlic paste and stir for 30 seconds. Add the coriander, cumin, paprika-cayenne, and salt. Stir and fry for 30 seconds. Add the fried meat cubes and juices. Stir for 30 seconds, now add 1 tablespoon of yoghurt, stir until well blended . Add the remaining yoghurt, a tablespoon at a time in the same way. Stir and fry for another 3 minutes. Now add 275ml of water if you're cooking lamb or chicken and 425ml of water if you're cooking beef. Bring to the boil, scraping all the browned spices off the sides and bottom of the pot. Cover and cook on low for an hour if you're cooking chicken or lamb and 2 hours if cooking beef, (or until meat is tender.). Every 10 minutes give the meat a good stir. When the meat is tender take off the lid, turn the heat up to medium, and boil away some of the liquid. All the fat that collects in the pot may be spooned off the top. Sprinkle the garam masala and black pepper over the meat before you serve and mix them inches."
Saag Bhaji,10mins,340.19 frozen chopped spinach; 1 cumin seed; 4-5 whole dried chilies; salt; 11.09-22.18 canola oil,"1) In a medium sized skillet or frying pan, heat up the canola oil on medium heat. 2) Add the generous pinch of black cumin seed (kala jeera - you can find this in most South Asian grocery stores). Stir around a little. There will be a small sizzle. 3) Add the dried chilies either whole or torn up. Stir until fragrant. 4) Add the whole bag of frozen spinach. No need to thaw. Toss and stir until the spinach softens. 5) Keep stirring the spinach until it is cooked to the consistency you prefer. Cook longer for a drier consistency. At this point, add salt to taste and stir/toss the spinach. 6) Total cook time should be somewhere between 10-15 minutes. You can serve this immediately, but this also heats up well. My mother also makes this with shrimp, which you would add prior to the spinach. You could also mix in some fried up frozen shredded hash brown after the spinach is done."
Vada Pav,50mins,"22.18 ml    vegetable oil; 3.69 cumin seed; 44.36 red onion; 1 garlic clove; 1.84 black salt; 3.69 sugar; 1.84 ground turmeric; 3.69 mango powder; 1.84 red chili powder; 2 idaho potatoes; 22.18 ml    dry roasted peanuts, chopped; 11.09 cilantro; 22.18 unsalted margarine; 3 hamburger buns or 6  slice   pav bread; 14.78 chutney; 14.78 ml   mint cilantro chutney; 11.09 ml    sev; 177.44 cilantro; 177.44 mint; 0 red onion; 11.09 pomegranate seeds; 22.18 fresh lemon juice; 1.84 table salt; 22.18 water","Blend the cilantro, mint, chile, onion, pomegranate seeds (if using), lemon juice, and salt in a blender to a smooth paste. To aid in the blending process, you can add up to 2 tablespoons of water, if needed. Taste and add more salt if needed.14. Transfer to a covered container and chill for about 30 minutes. Serve cool. This chutney will keep, refrigerated, for 4 days. When ready to make, heat the vegetable oil in a large skillet over medium heat until it shimmers. Add the cumin seeds. As soon as they begin to sizzle add the onion and garlic. Cook for 1 to 2 minutes, until the onion just begins to change color. Add the black salt, sugar, turmeric, mango powder, chile powder, and potatoes. Mix well. Continue to cook for 1 to 2 minutes, until the mixture has completely heated through. Remove from heat and allow the mixture to come to room temperature. When you are ready to serve, reheat the potato mixture. It should be warmed through but not hot. Add the peanuts and cilantro to the potato mixture. Mix well and divide the mixture into four equal portions. Flatten them as you would hamburger patties. These are very delicate patties, so be gentle. Set the patties aside. Heat a large skillet or griddle over medium heat. Butter the inside of your buns. Place the buns buttered side down in the skillet and toast until golden. Remove from heat. Spread about 1 teaspoon of the tamarind-date chutney on one side of the bun and 1 teaspoon of the mint-cilantro chutney on the other side. Place the patty on top of one of the bun halves, sprinkling some sev on top, and close with the other side of the bun. Serve immediately."
Perfect Dosa,24hrs 2mins,23.65 ml    urad dal flour; 70.97 ml    rice flour; 141.95 buttermilk; 1.47 salt; 0.49 fenugreek seeds; 0 to taste    vegetable oil,Mix the urad dal flour and rice flour. Slowly add in buttermilk until it drops from the spoon smoothly.  A blender will ease this process. Add salt and fenugreek seeds to taste. Refrigerate batter overnight in an air-tight container. Heat oil in pan.  Pour the dosa into the pan quickly.  Use the bottom of a ladle to spread it thin and GENTLY smooth it out in a circle motion.  Too hard and you will tear the dosa.
Gobi Manchurian,40mins,"1 cauliflower; oil (for deep frying); 118.35 all-purpose flour; 88.72 cornstarch; 22.18 sriracha sauce; salt & freshly ground black pepper, to taste; 88.72 water; 11.09 ml    vegetable oil; 3 spring onions; 3 spring onions; 3.69 ginger paste; 3.69 garlic paste; 22.18 soy sauce; 22.18 ketchup; 22.18 sriracha sauce; 22.18 white vinegar; 3.69 sesame seeds; salt & freshly ground black pepper, to taste","Cut the cauliflower into medium to large size florets & wash them thoroughly. Allow them to dry completely before adding them to the batter. If there is any water remaining in the florets it will make the batter runny. Mix all batter ingredients together. Add the water last, slowly to create a fairly thick batter. Add the dry cauliflower florets & mix well so that each floret gets well coated with the batter. Marinate for between 30 minutes to 4 hours. When ready to make the dish, heat oil in a deep sided pan on medium-high heat. Once the oil is hot, lower the heat to medium and add the florets a few at a time deep frying until golden brown and crispy. Don’t fry them on high flame as the cauliflower needs to be cooked from inside too. Remove on absorbent paper to drain any excess oil. Continue frying the remaining florets in similar manner. Keep these crunchy florets aside. In a small container, mix the soy sauce, ketchup, sriracha sauce and white vinegar. Set aside. Heat oil in a large frying pan or skillet. Add ginger, garlic paste and white part of the spring onions. Saute for two minutes then add the sauce. Mix well and saute for 1 min until the sauce thickens. Add 1/2 tsp sesame seeds (reserve 1/2 tsp sesame seeds for garnishing) along with the salt & pepper, to taste. Just before serving, increase the heat to high and add the crunchy florets into the sauce. Stir fry for 2 mins so that the florets get well coated with the sauce.  Garnish with the spring onion greens and remaining sesame seeds.  Serve hot."
Appams,17hrs,1 rice; 0 coconut; 88.72 cooked rice; 0 milk; 3.69-5.54 sugar; 0 salt; 0.09 baking soda,"Soak the raw rice in water for around 3-4 hours. Scrape the coconut. Grind the rice with the coconut and the cooked rice till very fine. Keep it overnight or for 8 hours (not refrigerated) Early next morning (three hours before making the appams) add 1 glass of boiling hot milk to the batter and the sugar, salt and yeast/cooking soda (I prefer the yeast) Mix well (add more milk if required to get the consitency of pourable batter) Cover and keep aside for 3 hours. Now heat a non stick wok. (kadhai) Pour a ladle full of the batter into the wok and swirl the wok around so that the batter spreads around 6-8 inches in diameter. Cover and cook on medium heat till the lower part of the appam is light brown or the top part is not moist but spongy. The sides will seem lacey and the centre will be thick like an idli. This dish can be served with coconut milk and powdered cardamom sweetened with jaggery and sugar or with chicken or mutton stew (Indian style with coconut milk) ANd yes do try it with maple syrup or as it is (as my son enjoys it)."
Cucumber Yogurt Raita,5mins,0 cucumber; 0-0 spring onion; 0 garlic clove; 0.04 fresh ginger; 0.17 of fresh mint; 0.26 lemon juice; 2 plain yogurt; 0 to taste    salt and pepper; 0.02 cumin seed,"Combine cucumber, spring onion, garlic, ginger, mint, lemon juice and yoghurt in a bowl. Season with salt and pepper to taste. Cover and refrigerate for 30 minutes to allow flavours to blend. Sprinkle over cumin seeds just before serving and serve chilled."
Pani Puri,45mins,"177.44 semolina; 22.18 refined flour; 0.18 baking powder; water; oil, for fry; salt; 532.32-709.77 cold water; 22.18 mint powder; 1-2 green chili paste; 0.92 ginger paste; 1.84 mango powder; 1.84 cumin powder; 1.84 chat masala; salt; 1 potato; 44.36 chickpeas; 3.69 red chili powder; 2 coriander leaves; salt; 1 onion; nylon sev","Step 1: Take a bowl sieve semolina and refined flour together then add baking powder and salt as taste. Knead smooth dough with help of required water. Keep it covered and set aside for 10 -15 minutes. Step 2: Knead the dough once again then make lemon sized balls. Roll out each ball about a 2 inch diameter thin puri with help of roller board. Repeat this with remaining dough. Make sure that remaining dough should be covered. Step 3: Heat oil in a bottomed pan and deep fry puris from both of sides till the golden and crispy. Drain on absorbent paper Step 4: For pani, mix mint powder, green chili paste, ginger paste, mango powder, cumin powder, chat masala and salt to taste in chilled water. Combined well. Step 5: For filling, mix boiled potato, yellow chickpeas, red chili powder, coriander leaves and salt in a bowl. Keep aside Step 6: Make a small hole on top of the each puri, put potato stuff inside the puri and add little pani in each puri now sprinkle onion and sev over the puris and serve."
Tomato Poha,45mins,"236.59 ml    poha (flattened or beaten rice); 1 curry leaf; 7.39 salt; 2 green chilies; 14.79 lime juice; 22.18 ml    oil; 2 onions; 1 tomatoes; 59.14 ml   ground nuts, crushed; 59.14 cilantro; 1.23 turmeric powder; 2.46 red chili powder; 1 potato; 2.46 mustard seeds; 2.46 cumin seed","Wash poha. Drain water. Refresh with just sufficient water to cover poha and keep aside for 15 minutes. After 15 minutes, drain out water completely, loosen poha and break lumps, if any. Add salt, lime juice, turmeric powder and red chilli powder to poha. Mix well using a spoon. In a broad saucepan or heavy based pan, heat oil. Add mustard and cumin seeds. Allow to crackle. Add onions, green chillies and curry leaves. Stir-fry on medium-high flame until onions turn golden brown. Add potatoes and tomatoes, mixing well. After 3-5 minutes, add groundnuts and poha and mix well. Cook on low flame for 5-7 minutes. (Please keep mixing every minute in order to ensure that poha does not stick to the bottom of the vessel). Remove from flame. Transfer to a serving dish. Garnish with cilantro and serve immediately."
Medu Vada,1hr,"88.72 Urad Dal; 0.09 hing; 5.54 green chili pepper; 0 onion; 11.09 cilantro; 1.84 salt; 0 to taste    oil, to fry","Wash and soak dal in about 3 cups of water for about 4-6 hours. Drain the water and grind dal to smooth paste. Take dal batter out in a wide bowl. Add all the ingredients to the dal batter, cilantro, green chili, coriander,hing,onion salt, 1 tbsp oil beat ,the batter for 2-3 minutes this will make the batter light and fluffy. Keeping the right consistency of batter is very important. When you put the batter on your palm batter should hold its shape. Make the Vadas batter when you are ready to fry them. Heat the oil in a frying pan over medium high heat. The frying pan should have about 1 inch of oil. To check if the oil is ready, put one drop of batter in oil. The batter should sizzle and come up but not change color right away. If oil is very hot Vadas will not cook through and will not be crispy. Wet the palms and take golf size batter and place over your palm, flatten to round shape and make hole in the center with other hand wet fingers slowly slide Vada into the hot oil. Fry the Vadas from both sides to golden brown. Take them out over paper towel to drain access oil. Serve Medu Vada served with coconut chutney or Tomato ketchup."
